"Year","Month","DateTime","ET","GPP","Tr","T_ET"
2015,10,2015-10-16 11:45:00,68.1966647928816,102.545503577398,51.7519891683927,0.758863931624331
2015,11,2015-11-15 23:44:50,37.3921471455537,36.4024822912689,18.3713649406231,0.491316127664726
2015,12,2015-12-16 11:45:00,23.0488230527024,10.0840221387619,5.08913785873747,0.220798166010511
2016,1,2016-01-16 11:45:00,15.5793280399593,1.66891219157719,0.842255609933323,0.0540623836774621
2016,2,2016-02-15 11:45:00,25.8954878953083,-2.20080897979754,-1.11068977683861,NA
2016,3,2016-03-16 12:15:00,53.5387320579902,25.9651337606003,13.1039126461575,0.244755752376878
2016,4,2016-04-15 23:45:00,97.4143149974963,100.912396347822,50.9278033707962,0.522795888593017
2016,5,2016-05-16 11:45:00,113.637124080861,131.61227158464,66.4212141523587,0.584502773099881
2016,6,2016-06-15 23:45:00,146.571796286169,117.509285250937,59.3038119209398,0.40460588887888
2016,7,2016-07-16 11:45:00,141.20012202271,101.124348357617,51.0347699147448,0.361435735208051
2016,8,2016-08-16 11:45:00,112.70225429174,102.753265883695,51.8568412803815,0.46012248473882
2016,9,2016-09-15 23:45:00,93.8114747526741,89.5817987264395,45.2095520100176,0.481919212220133
2016,10,2016-10-16 11:45:00,46.2076754417161,39.0420791134493,19.7034992749901,0.426411826317536
2016,11,2016-11-15 23:34:50,21.9487774444965,12.082852080859,6.09789418548169,0.277823865174354
2016,12,2016-12-16 11:45:00,18.517075612807,-0.216372650372522,-0.109197523711642,NA
2017,1,2017-01-16 11:45:00,18.3594948515682,11.8074031806867,5.95888244921961,0.324566797583247
2017,2,2017-02-14 23:45:00,32.2147808440346,9.19866451046776,4.64232140368883,0.144105323148535
2017,3,2017-03-16 12:15:00,57.5706563133602,39.2683850784769,19.8177098785005,0.344232828797914
2017,4,2017-04-15 23:45:00,82.5100233484611,139.895418634176,70.6014982353585,0.855671776230025
2017,5,2017-05-16 11:45:00,114.063467109784,171.705380398108,86.6551401720963,0.759709855993529
